Image,Avg. Confidence,Response Time(s),CPU Consumption(%),Detection boxes
000000043738.jpg, 0.618113, 0.22682, 44.8, 10
000000436846.jpg, 0.597157, 0.23774, 46.2, 8
000000515463.jpg, 0.627105, 0.24074, 47.8, 13
000000277398.jpg, 0.423965, 0.23032, 46.3, 19
000000535747.jpg, 0.539871, 0.22663, 46.5, 4
000000224071.jpg, 0.691354, 0.22672, 44.8, 20
000000320340.jpg, 0.692338, 0.24349, 47.4, 7
000000260423.jpg, 0.643202, 0.24398, 47.4, 2
000000520084.jpg, 0.772796, 0.22869, 44.2, 7
000000435084.jpg, 0.553988, 0.21366, 49.3, 6
000000101002.jpg, 0.697071, 0.22619, 47.5, 9
000000201955.jpg, 0.674308, 0.22491, 49.1, 4
000000448848.jpg, 0.653586, 0.24293, 51.6, 6
000000407854.jpg, 0.642715, 0.22725, 47.4, 8
000000199023.jpg, 0.922640, 0.22865, 47.0, 1
000000236112.jpg, 0.707269, 0.24114, 48.9, 8
000000509780.jpg, 0.881473, 0.22764, 46.7, 2
000000029081.jpg, 0.758263, 0.24258, 45.6, 2
000000331183.jpg, 0.605092, 0.19868, 45.5, 13
000000395846.jpg, 0.636951, 0.30047, 48.4, 3
000000366877.jpg, 0.720329, 0.24388, 51.8, 7
000000331699.jpg, 0.555026, 0.23621, 47.6, 10
000000532252.jpg, 0.412627, 0.22428, 50.0, 1
000000426949.jpg, 0.711513, 0.22372, 45.4, 3
000000135720.jpg, 0.591501, 0.26017, 47.5, 9
000000553096.jpg, 0.502586, 0.23847, 50.1, 1
000000083491.jpg, 0.927438, 0.22799, 45.9, 1
000000277989.jpg, 0.693980, 0.23890, 46.6, 3
000000533020.jpg, 0.922308, 0.22969, 45.9, 2
000000069853.jpg, 0.498516, 0.22958, 46.1, 12
000000355644.jpg, 0.557572, 0.26923, 48.6, 4
000000045585.jpg, 0.880653, 0.22661, 47.5, 2
000000120502.jpg, 0.837862, 0.19796, 50.1, 2
000000130801.jpg, 0.605171, 0.22677, 47.8, 18
000000564744.jpg, 0.472840, 0.24289, 49.6, 3
000000309704.jpg, 0.593943, 0.24103, 45.7, 9
000000191386.jpg, 0.621225, 0.24321, 43.0, 14
000000084508.jpg, 0.739082, 0.22704, 45.7, 2
000000562716.jpg, 0.831317, 0.18607, 44.8, 5
000000186309.jpg, 0.662576, 0.24184, 49.0, 9
000000546069.jpg, 0.655595, 0.24307, 46.6, 3
000000074198.jpg, 0.592695, 0.22855, 47.0, 5
000000027069.jpg, 0.733763, 0.22785, 45.8, 5
000000396343.jpg, 0.513910, 0.31549, 48.9, 13
000000202160.jpg, 0.703448, 0.23994, 47.4, 9
000000270349.jpg, 0.925381, 0.19977, 48.1, 2
000000552323.jpg, 0.530886, 0.24061, 48.6, 32
000000458589.jpg, 0.870176, 0.24039, 47.9, 1
000000398521.jpg, 0.937849, 0.22720, 48.4, 1
000000491569.jpg, 0.577222, 0.24240, 48.0, 27
000000269639.jpg, 0.567782, 0.24209, 45.7, 3
000000256255.jpg, 0.841738, 0.22939, 49.9, 1
000000544251.jpg, 0.691550, 0.28450, 50.1, 4
000000554975.jpg, 0.849634, 0.23049, 47.6, 11
000000501068.jpg, 0.614074, 0.24021, 49.1, 6
000000455107.jpg, 0.523449, 0.31563, 50.4, 25
000000199742.jpg, 0.932804, 0.22548, 50.9, 1
000000417951.jpg, 0.854658, 0.28614, 50.2, 3
000000514042.jpg, 0.531118, 0.31709, 51.0, 23
000000153066.jpg, 0.688523, 0.23129, 47.4, 8
000000299701.jpg, 0.578690, 0.19550, 47.7, 5
000000183334.jpg, 0.858216, 0.22948, 47.2, 2
000000523084.jpg, 0.458029, 0.16535, 43.9, 13
000000513772.jpg, 0.901048, 0.22514, 48.0, 2
000000087711.jpg, 0.625484, 0.23148, 47.4, 4
000000457958.jpg, 0.931049, 0.24146, 50.0, 1
000000153363.jpg, 0.860790, 0.26973, 50.5, 4
000000198586.jpg, 0.864028, 0.24341, 47.1, 4
000000475948.jpg, 0.492557, 0.22759, 49.5, 23
000000235003.jpg, 0.693293, 0.22405, 50.3, 2
000000083157.jpg, 0.928000, 0.22830, 49.5, 2
000000066044.jpg, 0.550083, 0.31682, 51.6, 14
000000409562.jpg, 0.465527, 0.22889, 50.4, 9
000000034725.jpg, 0.820618, 0.22819, 52.3, 1
000000147406.jpg, 0.706186, 0.25826, 49.9, 4
000000091554.jpg, 0.926153, 0.24138, 47.6, 2
000000127017.jpg, 0.910376, 0.22844, 46.9, 2
000000376462.jpg, 0.692770, 0.22706, 48.7, 7
000000038349.jpg, 0.622982, 0.22578, 48.7, 2
000000052004.jpg, 0.568262, 0.24101, 48.5, 2
000000448272.jpg, 0.857144, 0.22583, 49.9, 3
000000579733.jpg, 0.641758, 0.22617, 48.5, 10
000000286749.jpg, 0.560161, 0.22636, 49.5, 15
000000222974.jpg, 0.934798, 0.22625, 50.9, 2
000000417534.jpg, 0.854697, 0.22380, 48.8, 4
000000494483.jpg, 0.587275, 0.23931, 52.0, 7
000000010592.jpg, 0.593293, 0.22706, 48.1, 15
000000203352.jpg, 0.888396, 0.24079, 48.9, 3
000000383673.jpg, 0.699990, 0.22691, 49.7, 9
000000387852.jpg, 0.465779, 0.22913, 49.7, 18
000000408107.jpg, 0.560097, 0.23768, 51.3, 19
000000126771.jpg, 0.753220, 0.24003, 51.4, 6
000000184593.jpg, 0.727914, 0.23930, 49.0, 2
000000278178.jpg, 0.740714, 0.13290, 42.9, 4
000000332677.jpg, 0.602693, 0.23215, 47.9, 27
000000463797.jpg, 0.627777, 0.22483, 49.3, 3
000000148758.jpg, 0.609075, 0.23779, 51.1, 17
000000398972.jpg, 0.902336, 0.23976, 50.9, 1
000000448665.jpg, 0.659811, 0.23848, 50.5, 4
000000315166.jpg, 0.762747, 0.23923, 49.0, 9
000000482882.jpg, 0.880651, 0.23324, 45.3, 4
000000046803.jpg, 0.657336, 0.24146, 53.0, 10
000000151068.jpg, 0.843687, 0.22531, 50.9, 2
000000377779.jpg, 0.859183, 0.24277, 51.7, 2
000000205692.jpg, 0.908223, 0.24203, 49.5, 1
000000154217.jpg, 0.930145, 0.31602, 50.5, 1
000000536125.jpg, 0.891618, 0.22734, 48.9, 1
000000232744.jpg, 0.799949, 0.24010, 47.0, 2
000000454461.jpg, 0.622084, 0.24253, 49.1, 3
000000443748.jpg, 0.743075, 0.22554, 48.3, 4
000000003136.jpg, 0.764281, 0.22892, 47.7, 2
000000409536.jpg, 0.623667, 0.24079, 46.6, 16
000000252837.jpg, 0.898717, 0.22586, 51.0, 1
000000489190.jpg, 0.539048, 0.23142, 49.9, 13
000000310482.jpg, 0.852711, 0.22776, 49.9, 3
000000260215.jpg, 0.505917, 0.22726, 49.7, 14
000000053522.jpg, 0.817750, 0.22425, 48.7, 1
000000545881.jpg, 0.870005, 0.24062, 46.2, 2
000000374484.jpg, 0.588241, 0.23786, 51.5, 1
000000420374.jpg, 0.629015, 0.23839, 50.7, 3
000000010575.jpg, 0.820959, 0.19746, 47.9, 1
000000017976.jpg, 0.936603, 0.23040, 48.7, 2
000000509455.jpg, 0.473298, 0.23515, 51.6, 10
000000170694.jpg, 0.705268, 0.22661, 49.9, 8
000000284549.jpg, 0.497322, 0.23753, 52.1, 7
000000083042.jpg, 0.543414, 0.23922, 47.4, 36
000000059300.jpg, 0.585521, 0.24045, 48.9, 3
000000330588.jpg, 0.378667, 0.23813, 51.7, 6
000000284804.jpg, 0.754994, 0.14747, 42.4, 9
000000518062.jpg, 0.496763, 0.24277, 48.9, 3
000000263688.jpg, 0.687456, 0.23953, 51.1, 24
000000320854.jpg, 0.481139, 0.23981, 53.0, 21
000000570489.jpg, 0.576930, 0.22700, 49.1, 13
000000230194.jpg, 0.658878, 0.18216, 49.7, 15
000000269324.jpg, 0.731068, 0.23798, 50.3, 8
000000020710.jpg, 0.812514, 0.19747, 49.2, 1
000000098384.jpg, 0.752022, 0.23649, 50.3, 6
000000408563.jpg, 0.566299, 0.23807, 49.0, 31
000000046845.jpg, 0.529734, 0.23863, 51.0, 9
000000087420.jpg, 0.739389, 0.31678, 47.4, 8
000000505376.jpg, 0.906933, 0.24167, 49.5, 1
000000251766.jpg, 0.414906, 0.24682, 49.5, 30
000000142142.jpg, 0.704908, 0.24020, 52.7, 5
000000350573.jpg, 0.394029, 0.24146, 47.0, 11
000000496305.jpg, 0.814243, 0.23985, 52.2, 3
000000162702.jpg, 0.587161, 0.22622, 48.3, 3
000000438710.jpg, 0.884770, 0.24050, 48.0, 4
000000515037.jpg, 0.897179, 0.22405, 48.7, 2
000000153876.jpg, 0.695241, 0.23957, 48.1, 9
000000301738.jpg, 0.606045, 0.22530, 50.1, 9
000000025280.jpg, 0.632551, 0.14351, 44.0, 11
000000327458.jpg, 0.474898, 0.23019, 47.0, 4
000000498515.jpg, 0.816445, 0.25833, 48.0, 5
000000530584.jpg, 0.656403, 0.22847, 49.4, 9
000000181754.jpg, 0.810733, 0.22447, 49.2, 2
000000317057.jpg, 0.595695, 0.31526, 49.2, 7
000000468990.jpg, 0.677508, 0.23983, 51.0, 3
000000014550.jpg, 0.813072, 0.14391, 44.4, 7
000000108833.jpg, 0.487091, 0.22728, 50.9, 4
000000006249.jpg, 0.946331, 0.23998, 47.6, 1
000000179723.jpg, 0.509380, 0.23908, 50.6, 6
000000550596.jpg, 0.675461, 0.24021, 49.6, 4
000000178073.jpg, 0.846618, 0.25813, 47.5, 2
000000028009.jpg, 0.710002, 0.23774, 48.6, 3
000000021371.jpg, 0.730523, 0.22562, 47.6, 3
000000399061.jpg, 0.877640, 0.24169, 49.1, 1
000000002884.jpg, 0.881321, 0.22506, 51.4, 1
000000014675.jpg, 0.820776, 0.22598, 50.1, 1
000000407563.jpg, 0.632219, 0.23062, 49.7, 24
000000435027.jpg, 0.718886, 0.24098, 49.5, 6
000000314860.jpg, 0.293721, 0.23808, 51.6, 1
000000382967.jpg, 0.933496, 0.24178, 48.1, 1
000000067260.jpg, 0.914391, 0.22594, 48.7, 2
000000154986.jpg, 0.587967, 0.31393, 49.3, 3
000000498060.jpg, 0.844506, 0.22590, 46.9, 3
000000380468.jpg, 0.601503, 0.22731, 48.7, 7
000000512432.jpg, 0.000000, 0.24413, 47.7, 0
000000395048.jpg, 0.647227, 0.22563, 48.8, 20
000000462351.jpg, 0.727464, 0.22689, 48.2, 4
000000204957.jpg, 0.648477, 0.31681, 49.8, 2
000000144121.jpg, 0.650481, 0.22977, 49.1, 16
000000169721.jpg, 0.536554, 0.22514, 49.9, 5
000000123521.jpg, 0.406895, 0.22938, 48.0, 3
000000433732.jpg, 0.836056, 0.30017, 50.8, 2
000000085693.jpg, 0.707919, 0.23900, 50.4, 3
000000251187.jpg, 0.656587, 0.23699, 45.0, 3
000000022663.jpg, 0.387965, 0.22457, 50.4, 6
000000154120.jpg, 0.658636, 0.25586, 48.2, 11
000000100952.jpg, 0.425120, 0.29921, 50.6, 4
000000118749.jpg, 0.507452, 0.25679, 49.9, 15
000000437882.jpg, 0.621624, 0.22561, 50.3, 14
000000088415.jpg, 0.633596, 0.22709, 48.4, 2
000000417847.jpg, 0.570467, 0.22411, 50.1, 33
000000198899.jpg, 0.581045, 0.22539, 45.3, 10
000000026798.jpg, 0.550211, 0.25990, 48.7, 2
000000262666.jpg, 0.569817, 0.23095, 48.6, 2
000000311663.jpg, 0.584958, 0.23297, 51.6, 18
000000348412.jpg, 0.802063, 0.24087, 48.4, 2
000000219692.jpg, 0.544083, 0.23169, 49.5, 9
000000079765.jpg, 0.935279, 0.23855, 50.6, 1
000000535892.jpg, 0.662601, 0.24135, 46.8, 14
000000033865.jpg, 0.678051, 0.22499, 50.0, 15
000000314214.jpg, 0.783438, 0.22448, 51.6, 7
000000446805.jpg, 0.642022, 0.22192, 49.5, 8
000000544011.jpg, 0.589152, 0.23393, 50.4, 7
000000414310.jpg, 0.457809, 0.22107, 51.7, 21
000000181705.jpg, 0.740300, 0.19416, 48.6, 8
000000173222.jpg, 0.657527, 0.22989, 51.4, 2
000000034066.jpg, 0.859988, 0.23828, 48.5, 3
000000173829.jpg, 0.865293, 0.22280, 48.7, 4
000000561937.jpg, 0.515395, 0.23339, 49.1, 24
000000555142.jpg, 0.879958, 0.23429, 49.5, 1
000000013269.jpg, 0.768472, 0.22460, 46.5, 2
000000313122.jpg, 0.531968, 0.22300, 51.2, 2
000000452305.jpg, 0.565827, 0.20771, 47.6, 16
000000467976.jpg, 0.628347, 0.23555, 51.5, 1
000000190479.jpg, 0.686199, 0.23818, 53.5, 3
000000208538.jpg, 0.742556, 0.23725, 50.4, 6
000000243586.jpg, 0.952317, 0.22550, 48.1, 1
000000329413.jpg, 0.653869, 0.22043, 50.5, 2
000000019527.jpg, 0.728960, 0.23487, 48.1, 5
000000242533.jpg, 0.830127, 0.23653, 49.1, 2
000000537034.jpg, 0.864938, 0.23582, 48.6, 5
000000398826.jpg, 0.434527, 0.31061, 53.3, 12
000000026824.jpg, 0.498978, 0.22293, 49.9, 17
000000313127.jpg, 0.918615, 0.23773, 49.5, 4
000000268840.jpg, 0.693715, 0.22644, 52.4, 21
000000157498.jpg, 0.671069, 0.21962, 51.2, 13
000000505166.jpg, 0.587952, 0.22023, 50.4, 1
000000283205.jpg, 0.856651, 0.23390, 47.3, 2
000000034490.jpg, 0.566102, 0.18869, 49.8, 7
000000287625.jpg, 0.737831, 0.23298, 50.1, 4
000000356265.jpg, 0.600881, 0.22476, 50.5, 14
000000286052.jpg, 0.870380, 0.23914, 47.4, 3
000000055203.jpg, 0.662938, 0.22229, 47.4, 18
000000214959.jpg, 0.397272, 0.23632, 45.7, 4
000000339939.jpg, 0.868168, 0.22914, 49.4, 2
000000366531.jpg, 0.908076, 0.23950, 51.7, 1
000000527864.jpg, 0.904864, 0.22748, 48.2, 1
000000182877.jpg, 0.854713, 0.32141, 50.0, 2
000000070633.jpg, 0.885791, 0.19893, 47.4, 2
000000029168.jpg, 0.481146, 0.23986, 47.9, 5
000000580771.jpg, 0.658483, 0.23859, 52.2, 4
000000132076.jpg, 0.537982, 0.23871, 48.7, 8
000000310616.jpg, 0.596016, 0.26180, 49.7, 16
000000319091.jpg, 0.721212, 0.24044, 50.2, 3
000000272361.jpg, 0.847083, 0.22615, 47.6, 2
000000108590.jpg, 0.000000, 0.31795, 50.3, 0
000000501492.jpg, 0.502307, 0.22491, 44.9, 10
000000313415.jpg, 0.933790, 0.24128, 48.4, 1
000000581767.jpg, 0.959869, 0.25961, 48.1, 1
000000020386.jpg, 0.877598, 0.22823, 45.9, 3
000000536816.jpg, 0.831042, 0.22769, 47.5, 5
000000315886.jpg, 0.762294, 0.22588, 49.2, 4
000000315829.jpg, 0.629434, 0.24109, 47.5, 8
000000032034.jpg, 0.888509, 0.23923, 50.5, 1
000000430288.jpg, 0.528273, 0.24086, 49.7, 25
000000527385.jpg, 0.426936, 0.19670, 47.4, 16
000000028708.jpg, 0.567438, 0.22549, 51.4, 1
000000005990.jpg, 0.680788, 0.31793, 49.6, 3
000000078734.jpg, 0.826392, 0.22428, 46.8, 1
000000350451.jpg, 0.753081, 0.24145, 48.6, 12
000000239129.jpg, 0.754506, 0.23946, 51.1, 14
000000059645.jpg, 0.903572, 0.32268, 49.8, 2
000000150065.jpg, 0.599581, 0.22750, 50.4, 17
000000342901.jpg, 0.540696, 0.22832, 46.0, 16
000000300104.jpg, 0.924504, 0.22033, 45.7, 2
000000283326.jpg, 0.734263, 0.22919, 49.2, 8
000000407232.jpg, 0.802149, 0.23853, 45.9, 5
000000205924.jpg, 0.865798, 0.22932, 48.8, 1
000000556403.jpg, 0.879118, 0.22552, 47.8, 2
000000020840.jpg, 0.745739, 0.22411, 48.5, 2
000000468172.jpg, 0.758169, 0.22684, 48.8, 9
000000029242.jpg, 0.621974, 0.23021, 48.9, 2
000000461160.jpg, 0.632178, 0.22814, 47.9, 5
000000454091.jpg, 0.543188, 0.21016, 49.1, 2
000000171760.jpg, 0.680705, 0.12655, 43.6, 13
000000434292.jpg, 0.657924, 0.24195, 48.8, 6
000000041861.jpg, 0.553748, 0.31451, 50.3, 4
000000005448.jpg, 0.724767, 0.24077, 48.5, 5
000000478617.jpg, 0.652749, 0.23601, 49.6, 5
000000455266.jpg, 0.496005, 0.22724, 48.6, 4
000000468102.jpg, 0.759876, 0.22506, 48.7, 14
000000392823.jpg, 0.924326, 0.24130, 47.5, 2
000000088622.jpg, 0.496131, 0.23764, 48.1, 5
000000062748.jpg, 0.512017, 0.22892, 47.4, 13
000000542583.jpg, 0.622670, 0.22643, 49.6, 17
000000478642.jpg, 0.819111, 0.23954, 49.9, 2
000000512963.jpg, 0.441405, 0.24316, 45.7, 7
000000427562.jpg, 0.691195, 0.22858, 46.1, 5
000000085761.jpg, 0.727661, 0.21077, 49.4, 24
000000278772.jpg, 0.698286, 0.31655, 49.9, 9
000000157443.jpg, 0.754632, 0.19463, 49.2, 10
000000050738.jpg, 0.700331, 0.22659, 49.7, 2
000000083905.jpg, 0.560146, 0.22617, 48.7, 5
000000320782.jpg, 0.541131, 0.24112, 49.0, 5
000000524856.jpg, 0.677688, 0.25959, 49.9, 6
000000181748.jpg, 0.703410, 0.22525, 49.2, 4
000000476014.jpg, 0.558852, 0.24027, 48.0, 31
000000074675.jpg, 0.733954, 0.24192, 50.8, 3
000000391959.jpg, 0.789761, 0.22818, 47.9, 5
000000445367.jpg, 0.640769, 0.31615, 51.4, 17
000000327543.jpg, 0.751429, 0.24231, 45.2, 3
000000090996.jpg, 0.618480, 0.12659, 43.6, 30
000000043456.jpg, 0.691084, 0.23310, 49.3, 10
000000477980.jpg, 0.557062, 0.23866, 49.5, 3
000000275594.jpg, 0.900609, 0.23964, 48.1, 1
000000271739.jpg, 0.897941, 0.24251, 47.6, 2
000000068930.jpg, 0.589431, 0.23781, 48.2, 1
000000532885.jpg, 0.929253, 0.22873, 49.6, 2
000000369368.jpg, 0.729892, 0.20848, 49.0, 7
000000136003.jpg, 0.722235, 0.23957, 49.1, 1
000000302944.jpg, 0.910151, 0.31560, 51.8, 3
000000208017.jpg, 0.908376, 0.23882, 49.4, 2
000000145007.jpg, 0.689205, 0.22685, 48.9, 15
000000410057.jpg, 0.622519, 0.24066, 50.0, 6
000000101380.jpg, 0.401711, 0.24097, 47.2, 5
000000316104.jpg, 0.731602, 0.19670, 46.4, 5
000000420949.jpg, 0.800275, 0.22136, 50.5, 3
000000045797.jpg, 0.798046, 0.22755, 50.7, 2
000000506107.jpg, 0.572976, 0.22451, 46.1, 6
000000234823.jpg, 0.784518, 0.22347, 48.5, 2
000000345332.jpg, 0.615003, 0.23849, 46.1, 6
000000570918.jpg, 0.567485, 0.21916, 46.2, 5
000000431031.jpg, 0.664954, 0.22479, 47.4, 4
000000570808.jpg, 0.529062, 0.22494, 48.3, 20
000000315891.jpg, 0.688771, 0.22544, 48.9, 20
000000138705.jpg, 0.917769, 0.22438, 49.2, 1
000000362353.jpg, 0.902189, 0.22847, 48.2, 6
000000040494.jpg, 0.674913, 0.23708, 52.2, 3
000000305524.jpg, 0.590915, 0.24179, 49.6, 5
000000257095.jpg, 0.729757, 0.22685, 45.8, 5
000000514854.jpg, 0.863929, 0.22282, 50.1, 2
000000446828.jpg, 0.905473, 0.22698, 50.4, 2
000000548752.jpg, 0.701144, 0.22658, 47.6, 12
000000470427.jpg, 0.625314, 0.24059, 51.8, 1
000000314955.jpg, 0.880204, 0.31283, 50.9, 3
000000570502.jpg, 0.702722, 0.23837, 49.7, 3
000000121436.jpg, 0.589030, 0.22487, 49.3, 18
000000249629.jpg, 0.775851, 0.22511, 52.0, 2
000000393882.jpg, 0.503740, 0.23277, 51.4, 8
000000035838.jpg, 0.000000, 0.23977, 48.5, 0
000000311154.jpg, 0.594366, 0.24162, 46.8, 11
000000577356.jpg, 0.773661, 0.31749, 48.4, 2
000000244479.jpg, 0.659882, 0.27277, 52.4, 11
000000397155.jpg, 0.512103, 0.23779, 48.2, 6
000000447916.jpg, 0.599508, 0.22599, 47.4, 7
000000092497.jpg, 0.909519, 0.22517, 48.2, 3
000000428393.jpg, 0.747501, 0.20059, 47.3, 6
000000070292.jpg, 0.711479, 0.23137, 47.9, 2
000000146318.jpg, 0.539991, 0.24137, 47.2, 29
000000046380.jpg, 0.711480, 0.22568, 47.6, 10
000000073609.jpg, 0.745613, 0.24134, 48.0, 3
000000231336.jpg, 0.455770, 0.24032, 48.0, 8
000000206243.jpg, 0.716361, 0.25171, 52.7, 2
000000063834.jpg, 0.632596, 0.22324, 48.5, 15
000000564624.jpg, 0.929694, 0.23752, 49.0, 1
000000519881.jpg, 0.768908, 0.22565, 47.8, 2
000000317475.jpg, 0.782947, 0.23655, 51.0, 1
000000314432.jpg, 0.775238, 0.23572, 46.8, 3
000000298559.jpg, 0.530712, 0.22992, 51.2, 17
000000096556.jpg, 0.557252, 0.22416, 45.6, 8
000000468459.jpg, 0.943546, 0.24020, 49.4, 1
000000506967.jpg, 0.869034, 0.23776, 48.7, 2
000000128638.jpg, 0.755655, 0.22351, 48.5, 18
000000561759.jpg, 0.843054, 0.23432, 52.0, 3
000000221161.jpg, 0.597041, 0.23314, 49.7, 5
000000139167.jpg, 0.760597, 0.23312, 50.3, 1
000000396719.jpg, 0.694515, 0.22412, 52.0, 2
000000490684.jpg, 0.816693, 0.24923, 49.2, 3
000000454491.jpg, 0.689131, 0.21067, 49.3, 6
000000458438.jpg, 0.519597, 0.22170, 48.9, 3
000000195008.jpg, 0.697312, 0.23781, 51.7, 4
000000334656.jpg, 0.676267, 0.22140, 51.1, 3
000000229059.jpg, 0.363421, 0.31669, 51.9, 2
000000077519.jpg, 0.728677, 0.23741, 48.1, 5
000000335164.jpg, 0.913575, 0.22809, 45.3, 3
000000562065.jpg, 0.774755, 0.22040, 51.3, 2
000000241688.jpg, 0.576054, 0.23456, 45.8, 23
000000001482.jpg, 0.558000, 0.23711, 49.8, 14
000000515906.jpg, 0.864306, 0.23790, 50.0, 1
000000005238.jpg, 0.871206, 0.21962, 48.7, 1
000000010771.jpg, 0.826738, 0.23605, 49.1, 3
000000055778.jpg, 0.564896, 0.19357, 48.3, 24
000000110372.jpg, 0.503445, 0.23995, 50.2, 8
000000572138.jpg, 0.865251, 0.23226, 47.9, 2
000000066496.jpg, 0.760467, 0.24187, 49.5, 5
000000391355.jpg, 0.498937, 0.23926, 48.2, 3
000000185285.jpg, 0.610393, 0.24126, 49.1, 24
000000074264.jpg, 0.628604, 0.22290, 49.5, 11
000000428205.jpg, 0.791935, 0.24109, 50.1, 3
000000063783.jpg, 0.719963, 0.27506, 50.7, 2
000000040550.jpg, 0.643957, 0.23822, 49.6, 2
000000292234.jpg, 0.371829, 0.23932, 48.4, 1
000000349835.jpg, 0.643085, 0.23885, 49.3, 4
000000255100.jpg, 0.573012, 0.25415, 50.6, 3
000000095260.jpg, 0.617923, 0.22771, 48.2, 23
000000365495.jpg, 0.683699, 0.22255, 49.3, 6
000000044363.jpg, 0.670542, 0.23821, 48.7, 6
000000354301.jpg, 0.833018, 0.27307, 47.3, 10
000000088809.jpg, 0.924579, 0.23008, 50.8, 2
000000225942.jpg, 0.712040, 0.23999, 48.6, 10
000000094942.jpg, 0.629810, 0.23697, 50.0, 3
000000460976.jpg, 0.612219, 0.23819, 49.9, 4
000000526114.jpg, 0.670627, 0.23795, 49.4, 11
000000525547.jpg, 0.786550, 0.22734, 48.0, 3
000000051670.jpg, 0.506994, 0.23537, 51.6, 4
000000402464.jpg, 0.646805, 0.23943, 49.8, 5
000000445157.jpg, 0.723996, 0.19725, 46.0, 8
000000256120.jpg, 0.593542, 0.22666, 52.3, 7
000000005696.jpg, 0.472151, 0.31190, 52.1, 2
000000230723.jpg, 0.634757, 0.22542, 47.3, 19
000000417908.jpg, 0.736824, 0.23651, 50.0, 3
000000187719.jpg, 0.898970, 0.19700, 49.0, 4
000000129630.jpg, 0.869794, 0.23953, 47.4, 1
000000552442.jpg, 0.594001, 0.24124, 48.9, 5
000000138709.jpg, 0.773998, 0.22958, 45.8, 11
000000409812.jpg, 0.659602, 0.24705, 45.1, 22
000000454641.jpg, 0.723569, 0.24010, 46.8, 8
000000102406.jpg, 0.911698, 0.23713, 50.1, 1
000000404152.jpg, 0.701358, 0.25367, 52.0, 3
000000214242.jpg, 0.772557, 0.22544, 49.0, 6
000000012177.jpg, 0.578045, 0.22364, 49.9, 7
000000072652.jpg, 0.650316, 0.22280, 48.6, 3
000000544000.jpg, 0.561302, 0.23897, 51.1, 13
000000143220.jpg, 0.000000, 0.22781, 45.4, 0
000000034197.jpg, 0.713221, 0.24182, 51.6, 4
000000055590.jpg, 0.947518, 0.23731, 48.8, 1
000000516953.jpg, 0.764626, 0.22533, 49.7, 2
000000515015.jpg, 0.797406, 0.22301, 51.1, 5
000000049745.jpg, 0.811315, 0.22528, 48.2, 7
000000142180.jpg, 0.561197, 0.22616, 46.9, 3
000000158557.jpg, 0.747000, 0.24232, 43.7, 4
000000289485.jpg, 0.646944, 0.22972, 48.2, 10
000000279872.jpg, 0.805173, 0.22245, 50.4, 2
000000056810.jpg, 0.528309, 0.22539, 47.1, 7
000000240987.jpg, 0.922768, 0.23747, 48.2, 2
000000258719.jpg, 0.590131, 0.24217, 46.5, 5
000000345703.jpg, 0.799938, 0.22168, 49.2, 14
000000156965.jpg, 0.785972, 0.22257, 46.9, 6
000000292511.jpg, 0.621354, 0.24022, 50.9, 9
000000491027.jpg, 0.774373, 0.21585, 49.9, 2
000000526539.jpg, 0.740464, 0.20322, 48.1, 5
000000231114.jpg, 0.769280, 0.22936, 49.6, 6
000000352666.jpg, 0.595954, 0.22690, 48.9, 8
000000160209.jpg, 0.757439, 0.24027, 50.2, 3
000000543258.jpg, 0.608126, 0.24033, 51.1, 4
000000033606.jpg, 0.538749, 0.22457, 49.9, 25
000000201987.jpg, 0.751145, 0.23808, 52.2, 7
000000477344.jpg, 0.589826, 0.24118, 49.5, 15
000000396146.jpg, 0.620289, 0.24073, 48.4, 10
000000306086.jpg, 0.888442, 0.19544, 51.0, 1
000000083694.jpg, 0.929582, 0.24355, 47.7, 1
000000532874.jpg, 0.683435, 0.23893, 49.5, 5
000000351751.jpg, 0.551230, 0.23070, 48.3, 41
000000445102.jpg, 0.564222, 0.22692, 47.2, 3
000000344136.jpg, 0.351627, 0.22307, 51.7, 17
000000437339.jpg, 0.752683, 0.23715, 50.6, 3
000000102882.jpg, 0.408111, 0.26882, 50.0, 4
000000069880.jpg, 0.936018, 0.23855, 49.5, 4
000000563004.jpg, 0.824800, 0.22394, 48.1, 2
000000146735.jpg, 0.396473, 0.25505, 49.7, 8
000000252972.jpg, 0.550393, 0.22409, 50.4, 3
000000234183.jpg, 0.596968, 0.23453, 52.0, 12
000000161761.jpg, 0.751625, 0.25183, 51.4, 2
000000032619.jpg, 0.908417, 0.22123, 51.5, 2
000000278818.jpg, 0.542488, 0.22739, 49.0, 38
000000480169.jpg, 0.695452, 0.22859, 51.0, 5
000000144351.jpg, 0.622953, 0.23617, 48.8, 8
000000477254.jpg, 0.801365, 0.22915, 47.8, 2
000000255053.jpg, 0.869881, 0.22472, 47.5, 2
000000513634.jpg, 0.669437, 0.23888, 45.3, 20
000000008997.jpg, 0.581326, 0.23762, 45.4, 4
000000044469.jpg, 0.906591, 0.22338, 50.3, 1
000000567534.jpg, 0.704513, 0.21784, 47.5, 2
000000531805.jpg, 0.557940, 0.22365, 45.8, 2
000000083486.jpg, 0.598781, 0.31155, 48.6, 23
000000063667.jpg, 0.636241, 0.23444, 50.0, 7
000000243714.jpg, 0.786563, 0.23530, 50.0, 1
000000440535.jpg, 0.563731, 0.23648, 50.3, 8
000000533492.jpg, 0.799456, 0.23860, 48.9, 3
